game_id,score,blinky_kill,inky_kill,playtime
59988925,80,1,0,1.62
63323151,60,1,0,1.79
94144723,990,1,0,21.04
47077318,430,1,0,14.86
64472816,1290,0,0,59.61
95631232,910,1,0,19.47
17222403,1250,0,1,38.17
