game_id,score,blinky_kill,inky_kill,playtime
69512486,1110,0,0,54.56
75550114,230,0,1,8.89
29349185,650,1,0,32.28
31400593,1050,0,0,53.12
12160526,900,0,1,38.98
20708208,1460,0,1,84.76
